slug,title,description,type,level,body_part,equipment_required,lugar_entrenamiento,met,ranking_score,rating,rating_desc
ab-twist-gethin-variation,Ab Twist - Gethin Variation,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
weighted-crunch-gethin-variation,Weighted Crunch - Gethin Variation,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
ab-wheel-roll-out-gethin-variation,Ab Wheel Roll-Out - Gethin Variation,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
bench-crunch,Bench crunch,"The bench crunch is a popular ab exercise performed lying on a bench. It is largely similar to the same exercise performed on the floor, but being able to press the lower back into the bench pad can help reinforce proper form and increase the burn in the abs. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Fuerza,Intermedio,Abdomen,['Banco'],['Casa'],5.0,0.467,,
decline-plate-sit-up-twist,Decline plate sit-up twist,"The decline plate sit-up twist is a weighted core exercise that works the obliques and rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Fuerza,Intermedio,Abdomen,['Banco'],['Casa'],5.0,0.467,,
reverse-ab-roll-out,Reverse ab roll-out,"The reverse ab roll-out is an exercise targeting the abdominals. It's a twist on the ab wheel roll-out, and is similar to a body saw exercise, only performed on a foam roller. Instead of your arms moving and your lower body remaining stationary, your lower body moves and your arms remain stationary. Beginners may need to use a limited range of motion.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
30-seated-twist-with-pvc-pipe,30 Seated Twist With PVC Pipe,The seated bar twist is a core exercise aiming to strengthen the obliques.,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
suspended-crunch,Suspended crunch-,"The suspended crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the rectus abdominis or ""six-pack"" muscles, but also taxes the shoulders and deep core muscles.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
suspended-oblique-crunch,Suspended oblique crunch,"The suspended oblique crunch is an abdominal exercise performed with the feet in the stirrups of a suspension strap system. It targets the muscles of the core, most prominently the obliques, but also the rectus abdominis or ""six-pack"" muscles, the shoulders, and deep core muscles.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
weighted-sit-up,Weighted sit-up,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
30-decline-press-sit-up,30 Decline Press Sit-Up,The decline bar press sit-up is a core and upper body exercise targeting the lower abdominals and shoulders.,Fuerza,Intermedio,Abdomen,['Banco'],['Casa'],5.0,0.467,,
holman-towel-reverse-plank-alternating-heel-pull-in,Holman Towel Reverse Plank Alternating Heel Pull-in,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-boat-with-weighted-cross-punch,Holman Boat with Weighted Cross Punch,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-hook-punch,Holman Weighted Hook Punch,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-traveling-punch,Holman Weighted Traveling Punch,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-uppercut-punch,Holman Weighted Uppercut Punch,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-slow-weighted-double-pike,Holman Slow Weighted Double Pike,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-straight-plank-reach,Holman Plate Straight Plank Reach,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-elbow-plank-jack-to-straight-plank-jack,Holman Plate Elbow Plank Jack to Straight Plank Jack,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-hill-climber,Holman Plate Hill Climber,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-reverse-plank-hill-climber,Holman Plate Reverse Plank Hill Climber,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-straight-plank-pike-to-jack,Holman Plate Straight Plank Pike to Jack,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-in-and-out-push-up,Holman Plate In-and-Out Push-Up,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-burpee,Holman Plate Burpee,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-plate-elbow-plank-reach,Holman Plate Elbow Plank Reach,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-elbow-plank-to-renegade-row,Holman Elbow Plank to Renegade Row,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-straight-plank-weighted-hand-hill-climber,Holman Straight Plank Weighted Hand Hill Climber,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-left-side-diagonal-pike,Holman Weighted Left Side Diagonal Pike,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-right-side-diagonal-pike,Holman Weighted Right Side Diagonal Pike,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-w-boat-to-overhead-press,Holman Weighted W-Boat to Overhead Press,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-kneeling-lift,Holman Weighted Kneeling Lift,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-hips-up-weighted-pull-over,Holman Hips-Up Weighted Pull-Over,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-cross-punch,Holman Weighted Cross Punch,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-straight-leg-boat-hover-chest-press,Holman Straight-Leg Boat Hover Chest Press,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-pike,Holman Weighted Pike,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-feet-elevated-wax-on-wax-off,Holman Feet-Elevated Wax-On Wax-Off,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-elbow-plank-to-towel-pike,Holman Elbow Plank to Towel Pike,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-seated-killer-abs-overhead-press,Holman Seated Killer Abs Overhead Press,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-straight-plank-alternating-weighted-open,Holman Straight Plank Alternating Weighted Open,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-killer-abs-with-overhead-press,Holman Weighted Killer Abs with Overhead Press,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-weighted-split-leg-pike,Holman Weighted Split-Leg Pike,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
holman-towel-reverse-plank-heel-pull-in,Holman Towel Reverse Plank Heel Pull-in,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
stick-twist,Stick Twist,,Fuerza,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",5.0,0.467,,
roc-everest,Roc Everest,,Cardio,Intermedio,Abdomen,['Peso corporal'],"['Casa', 'Aire libre']",8.0,0.717,,
standing-cable-low-to-high-twist,Standing cable low-to-high twist,"The standing cable low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,9.3,Average
single-arm-high-cable-side-bend,Single-arm high-cable side bend,The single-arm high-cable side bend is an exercise targeting the obliques using a cable stack machine.,Fuerza,Intermedio,Abdomen,"['Poleas', 'Máquina']",['Gimnasio'],5.0,0.517,9.1,Average
kneeling-cable-oblique-crunch,Kneeling cable oblique crunch,"The kneeling cable oblique crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the obliques and rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed for moderate to high reps, such as 8-12 reps per set or higher.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,9.0,Average
kneeling-cable-crunch,Kneeling cable crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.9,Average
rope-crunch,Rope Crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.6,Average
standing-cable-crunch,Standing cable crunch,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.6,Average
bosu-ball-cable-crunch-with-side-bends,Bosu Ball Cable Crunch With Side Bends,,Fuerza,Principiante,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.5,Average
standing-cable-wood-chop,Standing Cable Wood Chop,The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques.,Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.2,Average
cable-reverse-crunch,Cable reverse crunch,"The cable reverse crunch is performed on the ground facing away from a high pulley, which helps target the lower abdominals specifically.",Fuerza,Principiante,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.2,Average
cable-russian-twists,Cable Russian Twists,,Fuerza,Principiante,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,8.1,Average
pallof-press-with-rotation,Pallof press with rotation,The Pallof press with rotation is a dynamic variation of the Pallof press that incorporates weighted rotation away from the torso using resistance from a cable pulley. It is intended to build abdominal strength and teach proper bracing. It can be performed for time or for reps in the core-focused portion of any workout.,Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,7.9,Average
cable-seated-crunch,Cable Seated Crunch,,Fuerza,Principiante,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,7.7,Average
cable-judo-flip,Cable Judo Flip,,Fuerza,Principiante,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,5.0,Average
exercise-ball-cable-crunch-gethin-variation,Exercise Ball Cable Crunch - Gethin Variation,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Fuerza,Intermedio,Abdomen,"['Banco', 'Poleas']",['Gimnasio'],5.0,0.517,,
standing-cable-high-to-low-twist,Standing cable high-to-low twist,"The standing cable high-to-low twist is a core exercise targeting the lower abdominals and the obliques. Take care to perform it with control, as opposed to violent twisting which can injure the back. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,,
bent-over-reverse-cable-fly,Bent-Over Reverse Cable Fly,,Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,,
standing-cable-crunch-gethin-variation,Standing Cable Crunch - Gethin Variation,"The standing cable crunch is a popular core isolation exercise using a rope attachment. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher.",Fuerza,Intermedio,Abdomen,['Poleas'],['Gimnasio'],5.0,0.467,,
